event_type,timestamp,system_score,severity,behavioral_anomaly_flag,external_connection_flag,unknown_process_flag,sensitive_access_flag,label,process_name,parent_process,cpu_percent,memory_mb,cpu_zscore,memory_zscore,parent_child_rarity,cmd_entropy,process_freq_5min,is_known_binary,remote_ip,remote_port,is_private_ip,is_known_ip,connection_freq_1min,unique_ip_5min,port_risk,file_path,file_action,file_extension,is_sensitive_path,is_executable,file_freq_1min,file_rarity
process,2026-03-25 00:03:00,2,1,0,0,0,0,0,python.exe,pg_ctl.exe,55.31,170.88,2.38,2.63,0.61,3.68,10.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:01,0,2,0,0,0,0,0,chrome.exe,cmd.exe,15.82,255.79,1.53,2.38,0.81,4.59,7.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:01,4,2,1,0,0,0,1,python.exe,cmd.exe,18.49,236.99,1.21,1.25,1.0,1.95,19.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:03:01,2,0,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,8080.0,0.0,1.0,9.0,1.0,0.79,,,,,,,
network,2026-03-25 00:03:01,3,1,0,1,1,0,1,chrome.exe,,,,,,,,,,8.8.8.8,8080.0,1.0,0.0,18.0,9.0,0.87,,,,,,,
network,2026-03-25 00:03:02,3,0,0,1,1,0,1,unknown,,,,,,,,,,8.8.8.8,443.0,0.0,0.0,21.0,14.0,0.22,,,,,,,
network,2026-03-25 00:03:02,0,2,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,80.0,0.0,1.0,27.0,3.0,0.13,,,,,,,
process,2026-03-25 00:03:02,1,0,0,0,0,0,0,python.exe,pg_ctl.exe,46.96,290.92,1.76,2.67,0.58,0.89,15.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:02,4,2,1,0,0,0,1,postgres.exe,pg_ctl.exe,44.8,22.72,0.68,0.87,0.21,1.08,13.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:03,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,modified,conf,1.0,1.0,10.0,0.55
file,2026-03-25 00:03:03,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,modified,conf,1.0,1.0,11.0,0.05
file,2026-03-25 00:03:03,4,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,modified,txt,0.0,0.0,1.0,0.12
file,2026-03-25 00:03:03,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,txt,0.0,0.0,13.0,0.81
process,2026-03-25 00:03:04,0,1,0,0,0,0,0,python.exe,explorer.exe,60.34,129.74,1.65,2.99,0.45,3.86,20.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:03:04,1,1,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,80.0,1.0,1.0,16.0,5.0,0.36,,,,,,,
process,2026-03-25 00:03:04,1,1,0,0,0,0,0,postgres.exe,pg_ctl.exe,59.92,74.47,1.67,1.61,0.89,1.33,20.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:03:04,1,0,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,8080.0,0.0,0.0,23.0,7.0,0.57,,,,,,,
file,2026-03-25 00:03:05,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,created,conf,0.0,1.0,10.0,0.03
process,2026-03-25 00:03:05,3,0,1,0,0,0,1,postgres.exe,pg_ctl.exe,35.74,279.3,1.4,2.11,0.63,1.7,15.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:05,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,created,txt,1.0,1.0,12.0,0.85
network,2026-03-25 00:03:05,2,1,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,4444.0,0.0,0.0,25.0,12.0,0.67,,,,,,,
file,2026-03-25 00:03:06,3,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,exe,1.0,0.0,2.0,0.54
process,2026-03-25 00:03:06,3,0,1,0,0,0,1,postgres.exe,pg_ctl.exe,21.22,417.5,1.73,0.75,0.95,3.42,8.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:06,0,1,0,0,0,0,0,chrome.exe,explorer.exe,0.53,165.0,0.46,1.02,0.68,4.78,14.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:06,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,conf,0.0,0.0,19.0,0.58
file,2026-03-25 00:03:07,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,created,conf,0.0,1.0,18.0,0.07
network,2026-03-25 00:03:07,0,1,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,4444.0,1.0,1.0,23.0,14.0,0.85,,,,,,,
process,2026-03-25 00:03:07,1,1,0,0,0,0,0,postgres.exe,pg_ctl.exe,40.72,230.72,2.08,2.23,0.35,0.53,17.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:07,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,txt,0.0,1.0,11.0,0.55
file,2026-03-25 00:03:08,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,conf,1.0,0.0,12.0,0.18
network,2026-03-25 00:03:08,1,2,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,8080.0,1.0,1.0,25.0,5.0,0.08,,,,,,,
network,2026-03-25 00:03:08,2,1,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,443.0,1.0,0.0,17.0,8.0,0.32,,,,,,,
process,2026-03-25 00:03:08,0,1,0,0,0,0,0,postgres.exe,cmd.exe,50.13,464.77,0.59,2.16,0.33,4.5,1.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:03:09,2,1,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,8080.0,1.0,1.0,15.0,12.0,0.21,,,,,,,
network,2026-03-25 00:03:09,2,1,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,4444.0,1.0,0.0,15.0,4.0,0.82,,,,,,,
process,2026-03-25 00:03:09,3,0,1,0,0,0,1,python.exe,cmd.exe,75.84,488.46,2.8,0.81,0.78,1.67,7.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:09,1,2,0,0,0,0,0,postgres.exe,cmd.exe,25.6,329.62,0.04,0.77,0.74,1.43,17.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:10,1,0,0,0,0,0,0,postgres.exe,explorer.exe,35.08,87.7,1.35,0.22,0.54,4.51,13.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:03:10,2,1,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,80.0,1.0,1.0,28.0,12.0,0.03,,,,,,,
process,2026-03-25 00:03:10,0,2,0,0,0,0,0,chrome.exe,cmd.exe,84.86,111.69,2.24,2.37,0.61,4.22,10.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:03:10,1,1,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,80.0,1.0,0.0,29.0,9.0,0.13,,,,,,,
process,2026-03-25 00:03:11,4,0,1,0,0,0,1,python.exe,pg_ctl.exe,90.98,376.42,1.0,2.75,0.45,4.77,5.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:11,0,2,0,0,0,0,0,postgres.exe,cmd.exe,63.57,279.71,1.23,2.38,0.15,1.67,1.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:11,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,txt,1.0,1.0,2.0,0.08
file,2026-03-25 00:03:11,3,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,modified,txt,0.0,0.0,11.0,0.01
file,2026-03-25 00:03:12,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,exe,0.0,1.0,8.0,0.19
process,2026-03-25 00:03:12,1,2,0,0,0,0,0,chrome.exe,cmd.exe,35.19,233.95,2.27,2.94,0.85,2.42,10.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:12,1,2,0,0,0,0,0,postgres.exe,pg_ctl.exe,23.28,316.96,0.55,2.88,0.63,0.84,19.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:12,2,1,0,0,0,0,0,postgres.exe,pg_ctl.exe,3.69,454.8,2.23,0.56,0.36,3.11,11.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:13,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,exe,1.0,0.0,13.0,0.69
file,2026-03-25 00:03:13,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,exe,0.0,0.0,1.0,0.92
network,2026-03-25 00:03:13,2,0,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,443.0,1.0,0.0,22.0,5.0,0.93,,,,,,,
network,2026-03-25 00:03:13,0,1,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,80.0,1.0,1.0,16.0,11.0,0.78,,,,,,,
file,2026-03-25 00:03:14,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,created,exe,1.0,1.0,20.0,0.87
process,2026-03-25 00:03:14,3,2,1,0,0,0,1,chrome.exe,explorer.exe,29.62,86.23,1.0,2.4,0.53,2.56,2.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:14,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,conf,1.0,1.0,14.0,0.67
file,2026-03-25 00:03:14,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,exe,1.0,1.0,2.0,0.66
process,2026-03-25 00:03:15,4,2,1,0,0,0,1,python.exe,cmd.exe,51.6,21.96,2.96,2.12,0.29,4.71,19.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:15,0,1,0,0,0,0,0,python.exe,cmd.exe,34.54,220.72,0.95,2.56,0.19,3.09,12.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:15,2,1,0,0,0,0,0,python.exe,explorer.exe,42.97,32.31,0.09,0.07,0.87,0.43,5.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:03:15,0,2,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,8080.0,0.0,0.0,16.0,3.0,0.1,,,,,,,
process,2026-03-25 00:03:16,4,2,1,0,0,0,1,chrome.exe,pg_ctl.exe,44.74,421.88,0.03,1.58,0.58,4.91,18.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:16,0,0,0,0,0,0,0,chrome.exe,pg_ctl.exe,89.15,260.52,1.13,0.07,0.99,4.31,14.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:03:16,3,2,0,1,1,0,1,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,443.0,0.0,0.0,18.0,14.0,0.22,,,,,,,
file,2026-03-25 00:03:16,4,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,created,txt,1.0,0.0,4.0,0.06
file,2026-03-25 00:03:17,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,modified,exe,0.0,1.0,8.0,0.71
file,2026-03-25 00:03:17,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,created,conf,0.0,1.0,4.0,0.29
process,2026-03-25 00:03:17,2,2,0,0,0,0,0,chrome.exe,pg_ctl.exe,99.56,411.64,2.7,1.9,0.1,0.22,15.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:17,3,2,1,0,0,0,1,python.exe,pg_ctl.exe,80.81,432.65,2.47,2.7,0.16,1.27,9.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:03:18,3,0,0,1,1,0,1,chrome.exe,,,,,,,,,,192.168.1.1,80.0,0.0,1.0,29.0,11.0,0.35,,,,,,,
process,2026-03-25 00:03:18,0,2,0,0,0,0,0,python.exe,pg_ctl.exe,67.78,21.29,1.81,2.94,0.83,2.4,10.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:18,0,2,0,0,0,0,0,postgres.exe,pg_ctl.exe,76.53,230.57,2.15,1.34,0.85,3.38,5.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:03:18,1,0,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,8080.0,0.0,0.0,15.0,10.0,0.95,,,,,,,
file,2026-03-25 00:03:19,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,conf,1.0,1.0,20.0,0.67
file,2026-03-25 00:03:19,3,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,conf,1.0,0.0,18.0,0.52
network,2026-03-25 00:03:19,0,2,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,443.0,0.0,0.0,22.0,7.0,0.75,,,,,,,
process,2026-03-25 00:03:19,3,0,1,0,0,0,1,chrome.exe,pg_ctl.exe,18.65,31.36,1.79,2.87,0.09,3.5,3.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:20,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,txt,0.0,0.0,19.0,0.75
network,2026-03-25 00:03:20,1,2,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,80.0,1.0,1.0,11.0,4.0,0.86,,,,,,,
network,2026-03-25 00:03:20,1,0,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,4444.0,1.0,0.0,6.0,8.0,0.01,,,,,,,
file,2026-03-25 00:03:20,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,txt,1.0,1.0,7.0,0.83
process,2026-03-25 00:03:21,4,2,1,0,0,0,1,python.exe,explorer.exe,31.77,33.47,2.47,2.05,0.99,0.16,19.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:21,0,2,0,0,0,0,0,python.exe,pg_ctl.exe,28.09,308.34,1.39,1.15,0.87,3.82,18.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:21,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,exe,0.0,1.0,6.0,0.43
file,2026-03-25 00:03:21,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,conf,1.0,1.0,15.0,0.62
network,2026-03-25 00:03:22,4,2,0,1,1,0,1,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,80.0,1.0,1.0,21.0,14.0,0.04,,,,,,,
network,2026-03-25 00:03:22,3,0,0,1,1,0,1,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,80.0,0.0,1.0,9.0,4.0,0.25,,,,,,,
process,2026-03-25 00:03:22,0,0,0,0,0,0,0,python.exe,cmd.exe,95.44,329.76,0.32,0.25,0.11,0.08,7.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:22,0,1,0,0,0,0,0,postgres.exe,pg_ctl.exe,12.83,419.89,2.31,0.87,0.5,2.12,4.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:03:23,3,2,0,1,1,0,1,unknown,,,,,,,,,,2a04:4e42:8e::684,4444.0,0.0,1.0,29.0,12.0,0.98,,,,,,,
network,2026-03-25 00:03:23,4,2,0,1,1,0,1,chrome.exe,,,,,,,,,,8.8.8.8,80.0,1.0,1.0,29.0,5.0,0.31,,,,,,,
process,2026-03-25 00:03:23,2,1,0,0,0,0,0,chrome.exe,pg_ctl.exe,37.04,85.6,0.68,2.88,0.85,2.84,9.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:23,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,txt,1.0,0.0,16.0,0.71
network,2026-03-25 00:03:24,0,2,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,80.0,0.0,0.0,30.0,11.0,0.89,,,,,,,
network,2026-03-25 00:03:24,3,1,0,1,1,0,1,chrome.exe,,,,,,,,,,8.8.8.8,443.0,0.0,0.0,11.0,14.0,0.88,,,,,,,
network,2026-03-25 00:03:24,4,0,0,1,1,0,1,chrome.exe,,,,,,,,,,8.8.8.8,443.0,1.0,1.0,26.0,5.0,0.71,,,,,,,
process,2026-03-25 00:03:24,2,1,0,0,0,0,0,chrome.exe,cmd.exe,32.57,344.8,3.0,0.4,0.91,4.76,17.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:03:25,4,1,0,1,1,0,1,unknown,,,,,,,,,,2a04:4e42:8e::684,8080.0,0.0,1.0,2.0,3.0,0.84,,,,,,,
process,2026-03-25 00:03:25,0,1,0,0,0,0,0,chrome.exe,cmd.exe,44.68,237.35,0.49,1.85,0.5,2.61,6.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:25,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,modified,txt,1.0,0.0,12.0,0.26
network,2026-03-25 00:03:25,2,1,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,443.0,0.0,1.0,15.0,9.0,0.05,,,,,,,
file,2026-03-25 00:03:26,4,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,conf,0.0,0.0,16.0,0.52
network,2026-03-25 00:03:26,2,1,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,80.0,1.0,0.0,28.0,11.0,0.6,,,,,,,
process,2026-03-25 00:03:26,2,2,0,0,0,0,0,postgres.exe,pg_ctl.exe,84.18,202.01,0.8,1.51,0.26,2.33,11.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:26,4,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,txt,0.0,0.0,1.0,0.5
network,2026-03-25 00:03:27,3,2,0,1,1,0,1,chrome.exe,,,,,,,,,,8.8.8.8,443.0,1.0,0.0,20.0,12.0,0.12,,,,,,,
network,2026-03-25 00:03:27,0,0,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,8080.0,0.0,0.0,14.0,1.0,0.34,,,,,,,
network,2026-03-25 00:03:27,4,0,0,1,1,0,1,unknown,,,,,,,,,,8.8.8.8,8080.0,0.0,0.0,5.0,15.0,1.0,,,,,,,
file,2026-03-25 00:03:27,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,exe,0.0,0.0,15.0,0.78
network,2026-03-25 00:03:28,2,0,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,8080.0,1.0,1.0,11.0,12.0,0.62,,,,,,,
network,2026-03-25 00:03:28,0,0,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,80.0,0.0,0.0,17.0,2.0,0.42,,,,,,,
process,2026-03-25 00:03:28,4,1,1,0,0,0,1,postgres.exe,cmd.exe,27.54,272.32,0.47,1.66,0.03,4.45,8.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:28,4,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,txt,0.0,0.0,9.0,0.49
process,2026-03-25 00:03:29,0,0,0,0,0,0,0,chrome.exe,cmd.exe,88.71,486.73,2.12,0.27,0.28,0.31,12.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:29,0,0,0,0,0,0,0,python.exe,cmd.exe,80.04,13.16,0.01,1.29,0.64,3.85,16.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:03:29,1,1,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,4444.0,0.0,0.0,1.0,3.0,0.69,,,,,,,
process,2026-03-25 00:03:29,1,2,0,0,0,0,0,postgres.exe,pg_ctl.exe,93.09,303.93,2.62,1.2,0.2,4.0,9.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:30,2,1,0,0,0,0,0,postgres.exe,cmd.exe,92.35,327.71,2.57,2.43,0.82,3.94,1.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:03:30,2,1,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,443.0,0.0,0.0,18.0,13.0,0.66,,,,,,,
network,2026-03-25 00:03:30,3,0,0,1,1,0,1,chrome.exe,,,,,,,,,,8.8.8.8,8080.0,0.0,1.0,9.0,3.0,0.05,,,,,,,
file,2026-03-25 00:03:30,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,txt,1.0,0.0,19.0,0.63
file,2026-03-25 00:03:31,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,created,txt,1.0,1.0,7.0,0.78
network,2026-03-25 00:03:31,1,1,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,443.0,0.0,0.0,16.0,5.0,0.09,,,,,,,
file,2026-03-25 00:03:31,3,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,created,exe,0.0,0.0,17.0,0.36
file,2026-03-25 00:03:31,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,created,txt,1.0,0.0,16.0,0.7
file,2026-03-25 00:03:32,4,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,created,exe,1.0,0.0,3.0,0.14
file,2026-03-25 00:03:32,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,txt,1.0,1.0,2.0,0.72
network,2026-03-25 00:03:32,0,2,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,80.0,0.0,1.0,7.0,3.0,0.01,,,,,,,
network,2026-03-25 00:03:32,0,0,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,4444.0,1.0,1.0,27.0,2.0,0.87,,,,,,,
file,2026-03-25 00:03:33,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,exe,0.0,0.0,10.0,0.18
process,2026-03-25 00:03:33,0,2,0,0,0,0,0,chrome.exe,pg_ctl.exe,70.79,359.06,2.21,1.62,0.68,0.19,9.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:03:33,2,0,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,80.0,0.0,1.0,30.0,15.0,0.8,,,,,,,
file,2026-03-25 00:03:33,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,conf,0.0,0.0,13.0,0.76
file,2026-03-25 00:03:34,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,modified,exe,0.0,0.0,2.0,0.83
file,2026-03-25 00:03:34,4,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,modified,exe,1.0,0.0,5.0,0.62
network,2026-03-25 00:03:34,0,1,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,4444.0,1.0,0.0,27.0,15.0,0.27,,,,,,,
network,2026-03-25 00:03:34,1,1,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,443.0,0.0,0.0,22.0,2.0,0.25,,,,,,,
network,2026-03-25 00:03:35,1,0,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,80.0,1.0,0.0,6.0,13.0,0.27,,,,,,,
process,2026-03-25 00:03:35,3,2,1,0,0,0,1,postgres.exe,pg_ctl.exe,31.49,94.01,2.31,0.35,0.64,3.94,1.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:35,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,txt,0.0,1.0,4.0,0.41
file,2026-03-25 00:03:35,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,exe,0.0,0.0,6.0,0.48
network,2026-03-25 00:03:36,2,2,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,8080.0,1.0,0.0,18.0,3.0,0.04,,,,,,,
network,2026-03-25 00:03:36,2,1,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,443.0,0.0,1.0,6.0,7.0,0.44,,,,,,,
process,2026-03-25 00:03:36,1,2,0,0,0,0,0,chrome.exe,explorer.exe,10.25,175.23,2.3,2.22,0.4,1.0,4.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:36,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,conf,0.0,1.0,12.0,0.63
file,2026-03-25 00:03:37,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,txt,1.0,1.0,12.0,0.8
process,2026-03-25 00:03:37,4,2,1,0,0,0,1,postgres.exe,explorer.exe,1.13,346.24,1.24,2.4,0.46,2.23,19.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:03:37,3,1,1,0,0,0,1,python.exe,explorer.exe,89.08,271.22,0.6,0.42,0.08,0.88,13.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:37,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,conf,1.0,1.0,18.0,0.52
network,2026-03-25 00:03:38,1,1,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,8080.0,1.0,0.0,25.0,4.0,0.45,,,,,,,
file,2026-03-25 00:03:38,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,conf,0.0,1.0,20.0,0.54
process,2026-03-25 00:03:38,1,0,0,0,0,0,0,postgres.exe,pg_ctl.exe,41.54,437.09,0.03,2.06,0.98,1.33,6.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:03:38,3,1,0,1,1,0,1,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,4444.0,1.0,1.0,21.0,14.0,0.1,,,,,,,
network,2026-03-25 00:03:39,1,1,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,8080.0,1.0,1.0,6.0,13.0,0.44,,,,,,,
process,2026-03-25 00:03:39,4,1,1,0,0,0,1,python.exe,explorer.exe,60.43,296.87,2.07,0.89,0.33,4.26,3.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:39,4,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,txt,1.0,0.0,4.0,0.35
file,2026-03-25 00:03:39,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,conf,1.0,1.0,20.0,0.97
network,2026-03-25 00:03:40,0,2,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,80.0,1.0,0.0,20.0,14.0,0.21,,,,,,,
process,2026-03-25 00:03:40,3,1,1,0,0,0,1,python.exe,cmd.exe,54.02,193.42,0.78,0.19,0.48,2.87,1.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:03:40,4,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,txt,0.0,1.0,20.0,0.09
file,2026-03-25 00:03:40,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,conf,1.0,0.0,7.0,0.24
process,2026-03-25 00:03:41,3,2,1,0,0,0,1,postgres.exe,pg_ctl.exe,33.5,341.41,2.54,0.9,0.51,2.82,16.0,0.0,,,,,,,,,,,,,,
